skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name,noisy_color_palette,noisy_palette_name
fair,green,red,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'olive green', 'black']",Palette_1c179adf,"['dark golden yellow', 'clear turquoise', 'dark soft green', 'bright olive green', 'black']",Palette_fa9bd248
fair,green,brown,Summer,"['pastel blue', 'soft pink', 'coral', 'orange', 'bright red']",Palette_732da282,"['bright pastel blue', 'dark soft pink', 'coral', 'orange', 'bright bright red']",Palette_c94fcb43
fair,blue,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'orange', 'navy']",Palette_26cb7c0f,"['muted soft pink', 'bright pastel blue', 'muted peach', 'bright orange', 'light navy']",Palette_250c0d8a
lightMedium,hazel,brown,Autumn,"['warm brown', 'mustard', 'clear turquoise', 'pastel blue', 'jewel blue']",Palette_fad1e970,"['dark warm brown', 'dark mustard', 'dark clear turquoise', 'dark pastel blue', 'jewel blue']",Palette_426e701e
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'golden yellow', 'soft green', 'white']",Palette_d8e10752,"['orange', 'bright mustard', 'muted golden yellow', 'muted soft green', 'white']",Palette_0556a1f5
fair,green,blonde,Spring,"['coral', 'clear turquoise', 'grey', 'warm brown', 'white']",Palette_9bc71a47,"['muted coral', 'bright clear turquoise', 'muted grey', 'warm brown', 'light white']",Palette_d74005c7
medium,brown,Other,Spring,"['peach', 'clear turquoise', 'pastel blue', 'deep red', 'jewel blue']",Palette_11449029,"['muted peach', 'bright clear turquoise', 'pastel blue', 'light deep red', 'jewel blue']",Palette_b13c08fe
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'pastel blue', 'black']",Palette_4b2d1195,"['dark deep red', 'bright warm brown', 'dark golden yellow', 'bright pastel blue', 'light black']",Palette_35538c69
lightMedium,blue,red,Spring,"['golden yellow', 'warm green', 'grey', 'orange', 'white']",Palette_e91a01fc,"['dark golden yellow', 'dark warm green', 'muted grey', 'muted orange', 'dark white']",Palette_148c6c78
fair,blue,Other,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'mustard', 'navy']",Palette_e1551856,"['dark lavender', 'bright pastel blue', 'bright clear turquoise', 'bright mustard', 'light navy']",Palette_c01bf960
lightMedium,brown,black,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'bright red']",Palette_d31b632a,"['light coral', 'bright clear turquoise', 'muted soft green', 'orange', 'muted bright red']",Palette_f01ef48e
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'soft green', 'navy']",Palette_c31dd4a2,"['bright mustard', 'light deep red', 'bright clear turquoise', 'muted soft green', 'dark navy']",Palette_6c059527
light,hazel,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'warm brown', 'navy']",Palette_048fe3b8,"['muted grey', 'bright lavender', 'bright clear turquoise', 'warm brown', 'dark navy']",Palette_ad0d04d7
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'peach', 'soft pink', 'jewel blue']",Palette_b97ed0da,"['bright mustard', 'warm brown', 'light peach', 'muted soft pink', 'light jewel blue']",Palette_ce23d117
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'clear turquoise', 'pastel blue', 'navy']",Palette_58a15307,"['light mustard', 'light orange', 'muted clear turquoise', 'dark pastel blue', 'bright navy']",Palette_b82be4ef
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'peach', 'soft green', 'jewel blue']",Palette_2db7c5cf,"['dark olive green', 'deep red', 'bright peach', 'light soft green', 'light jewel blue']",Palette_f31850ca
Other,green,red,Spring,"['golden yellow', 'warm green', 'soft pink', 'deep red', 'bright red']",Palette_a6c6f61f,"['golden yellow', 'warm green', 'bright soft pink', 'deep red', 'bright bright red']",Palette_74082111
light,brown,blonde,Summer,"['lavender', 'grey', 'golden yellow', 'olive green', 'black']",Palette_e3ca71cc,"['dark lavender', 'grey', 'bright golden yellow', 'olive green', 'bright black']",Palette_7b4ec434
fairLight,brown,black,Summer,"['grey', 'soft green', 'warm green', 'orange', 'bright red']",Palette_fdd303ec,"['light grey', 'soft green', 'bright warm green', 'dark orange', 'dark bright red']",Palette_f861df9a
mediumTan,hazel,black,Spring,"['coral', 'clear turquoise', 'pastel blue', 'warm brown', 'navy']",Palette_fbab7e6e,"['muted coral', 'muted clear turquoise', 'dark pastel blue', 'warm brown', 'navy']",Palette_9095f1de
light,blue,brown,Summer,"['lavender', 'soft green', 'clear turquoise', 'orange', 'navy']",Palette_74e40b5c,"['lavender', 'muted soft green', 'muted clear turquoise', 'dark orange', 'muted navy']",Palette_a5bd3cdb
light,blue,brown,Summer,"['grey', 'soft green', 'golden yellow', 'warm brown', 'jewel blue']",Palette_45f18c83,"['dark grey', 'dark soft green', 'golden yellow', 'dark warm brown', 'bright jewel blue']",Palette_6657077a
fair,brown,black,Summer,"['pastel blue', 'soft green', 'coral', 'mustard', 'jewel blue']",Palette_a6fb4fec,"['muted pastel blue', 'bright soft green', 'dark coral', 'light mustard', 'light jewel blue']",Palette_e441d2f4
medium,green,blonde,Spring,"['coral', 'peach', 'soft green', 'deep red', 'black']",Palette_68bbdf8e,"['coral', 'dark peach', 'dark soft green', 'light deep red', 'light black']",Palette_e98d5c37
lightMedium,hazel,brown,Autumn,"['olive green', 'deep red', 'clear turquoise', 'soft pink', 'bright red']",Palette_d97fb6a8,"['muted olive green', 'dark deep red', 'clear turquoise', 'dark soft pink', 'muted bright red']",Palette_98e22e31
fair,green,brown,Summer,"['soft pink', 'grey', 'peach', 'warm brown', 'navy']",Palette_63d31bce,"['bright soft pink', 'muted grey', 'light peach', 'bright warm brown', 'dark navy']",Palette_a3eb685d
fair,hazel,brown,Summer,"['soft green', 'lavender', 'peach', 'orange', 'bright red']",Palette_74aa0331,"['dark soft green', 'light lavender', 'bright peach', 'orange', 'light bright red']",Palette_955973a9
light,blue,Other,Summer,"['soft pink', 'soft green', 'clear turquoise', 'olive green', 'jewel blue']",Palette_de01089c,"['bright soft pink', 'light soft green', 'light clear turquoise', 'bright olive green', 'dark jewel blue']",Palette_03c4db9e
fair,blue,brown,Summer,"['soft pink', 'lavender', 'warm green', 'orange', 'bright red']",Palette_f83ea130,"['dark soft pink', 'dark lavender', 'warm green', 'light orange', 'light bright red']",Palette_ff27dbac
light,brown,black,Summer,"['soft green', 'soft pink', 'clear turquoise', 'deep red', 'jewel blue']",Palette_45c84e6e,"['bright soft green', 'soft pink', 'bright clear turquoise', 'dark deep red', 'bright jewel blue']",Palette_55f2a58d
light,green,brunette,Summer,"['pastel blue', 'grey', 'warm green', 'olive green', 'navy']",Palette_ad590bbb,"['pastel blue', 'dark grey', 'warm green', 'muted olive green', 'muted navy']",Palette_37df1186
Other,brown,black,Winter,"['black', 'white', 'clear turquoise', 'grey', 'mustard']",Palette_ff9afe3d,"['bright black', 'muted white', 'muted clear turquoise', 'bright grey', 'bright mustard']",Palette_8b28287b
medium,brown,brunette,Autumn,"['olive green', 'orange', 'coral', 'lavender', 'white']",Palette_1e533cf8,"['muted olive green', 'orange', 'light coral', 'light lavender', 'light white']",Palette_38e3422c
light,brown,auburn,Summer,"['soft green', 'pastel blue', 'peach', 'mustard', 'white']",Palette_4ba5a072,"['bright soft green', 'light pastel blue', 'peach', 'mustard', 'bright white']",Palette_ff7812ac
tan,brown,black,Spring,"['peach', 'coral', 'soft pink', 'deep red', 'black']",Palette_186f9ce3,"['light peach', 'bright coral', 'soft pink', 'light deep red', 'light black']",Palette_90a8f084
fairLight,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'olive green', 'bright red']",Palette_dc111cf0,"['coral', 'golden yellow', 'bright soft pink', 'dark olive green', 'dark bright red']",Palette_a4a2e4d5
fair,brown,auburn,Summer,"['pastel blue', 'grey', 'peach', 'warm brown', 'navy']",Palette_e5717123,"['dark pastel blue', 'bright grey', 'bright peach', 'bright warm brown', 'light navy']",Palette_2e815875
lightMedium,blue,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'olive green', 'black']",Palette_ad629742,"['clear turquoise', 'warm green', 'grey', 'dark olive green', 'muted black']",Palette_ed031cd4
fair,green,blonde,Spring,"['peach', 'coral', 'lavender', 'olive green', 'jewel blue']",Palette_53695dc9,"['peach', 'light coral', 'light lavender', 'bright olive green', 'dark jewel blue']",Palette_28308d3e
light,brown,brunette,Summer,"['grey', 'lavender', 'clear turquoise', 'deep red', 'bright red']",Palette_32ea7b5c,"['muted grey', 'lavender', 'bright clear turquoise', 'muted deep red', 'light bright red']",Palette_386327b0
light,brown,brown,Summer,"['lavender', 'pastel blue', 'coral', 'mustard', 'jewel blue']",Palette_2bee2f1a,"['muted lavender', 'pastel blue', 'coral', 'mustard', 'muted jewel blue']",Palette_8150160f
fairLight,brown,red,Summer,"['soft pink', 'lavender', 'peach', 'deep red', 'black']",Palette_9da93155,"['light soft pink', 'dark lavender', 'bright peach', 'bright deep red', 'black']",Palette_be42576b
light,brown,brown,Summer,"['grey', 'lavender', 'coral', 'deep red', 'navy']",Palette_112a6f37,"['bright grey', 'light lavender', 'coral', 'light deep red', 'bright navy']",Palette_fbebae36
fairLight,blue,brown,Summer,"['pastel blue', 'grey', 'coral', 'olive green', 'white']",Palette_a08afd79,"['bright pastel blue', 'muted grey', 'bright coral', 'bright olive green', 'muted white']",Palette_f17dacb3
fair,blue,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'orange', 'navy']",Palette_4de5df8d,"['muted soft pink', 'muted grey', 'dark golden yellow', 'dark orange', 'bright navy']",Palette_86ec9aa0
fair,hazel,blonde,Spring,"['coral', 'warm green', 'grey', 'orange', 'jewel blue']",Palette_a0df4fdc,"['light coral', 'light warm green', 'bright grey', 'light orange', 'muted jewel blue']",Palette_385ccc56
lightMedium,brown,auburn,Autumn,"['orange', 'olive green', 'coral', 'pastel blue', 'bright red']",Palette_b4111cc9,"['light orange', 'light olive green', 'bright coral', 'dark pastel blue', 'bright bright red']",Palette_26ba21f5
mediumTan,brown,brown,Autumn,"['deep red', 'orange', 'warm green', 'grey', 'jewel blue']",Palette_0ce5348f,"['deep red', 'dark orange', 'dark warm green', 'light grey', 'light jewel blue']",Palette_50b85163
fairLight,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'mustard', 'white']",Palette_a0d216c0,"['dark grey', 'light lavender', 'clear turquoise', 'light mustard', 'muted white']",Palette_bc844844
lightMedium,green,brown,Autumn,"['olive green', 'deep red', 'clear turquoise', 'pastel blue', 'navy']",Palette_223fbf7a,"['muted olive green', 'muted deep red', 'light clear turquoise', 'dark pastel blue', 'light navy']",Palette_32682804
fair,blue,brown,Summer,"['lavender', 'grey', 'coral', 'deep red', 'white']",Palette_70b1227d,"['bright lavender', 'dark grey', 'muted coral', 'light deep red', 'muted white']",Palette_7f41b5d3
medium,brown,black,Spring,"['warm green', 'peach', 'grey', 'olive green', 'black']",Palette_b65a30e5,"['warm green', 'peach', 'light grey', 'light olive green', 'muted black']",Palette_1ec58b5e
lightMedium,brown,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'orange', 'jewel blue']",Palette_db6894b6,"['peach', 'dark clear turquoise', 'dark lavender', 'muted orange', 'dark jewel blue']",Palette_9e47bf4b
fairLight,blue,red,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'white']",Palette_9634899f,"['light clear turquoise', 'light coral', 'muted soft green', 'orange', 'white']",Palette_98185132
medium,hazel,brunette,Autumn,"['warm brown', 'mustard', 'clear turquoise', 'soft green', 'black']",Palette_28fb9b83,"['dark warm brown', 'bright mustard', 'muted clear turquoise', 'light soft green', 'muted black']",Palette_210fb5b1
light,brown,brunette,Summer,"['soft pink', 'grey', 'warm green', 'orange', 'navy']",Palette_6b207b30,"['dark soft pink', 'dark grey', 'bright warm green', 'muted orange', 'dark navy']",Palette_06551f6e
fair,hazel,brown,Summer,"['lavender', 'grey', 'warm green', 'mustard', 'navy']",Palette_b7caad68,"['lavender', 'muted grey', 'bright warm green', 'bright mustard', 'navy']",Palette_e427f958
mediumTan,brown,black,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'black']",Palette_53192782,"['muted coral', 'bright warm green', 'bright pastel blue', 'light deep red', 'muted black']",Palette_81ea9e5c
fair,hazel,black,Summer,"['lavender', 'pastel blue', 'warm green', 'olive green', 'jewel blue']",Palette_a2869615,"['lavender', 'pastel blue', 'muted warm green', 'light olive green', 'bright jewel blue']",Palette_2779c32d
light,brown,blonde,Summer,"['grey', 'soft green', 'peach', 'warm brown', 'navy']",Palette_75b6fe35,"['muted grey', 'soft green', 'dark peach', 'dark warm brown', 'muted navy']",Palette_e9bd4abd
medium,brown,black,Spring,"['golden yellow', 'coral', 'grey', 'orange', 'black']",Palette_d6f49bb7,"['muted golden yellow', 'muted coral', 'grey', 'dark orange', 'dark black']",Palette_9a74bcd6
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'peach', 'soft green', 'black']",Palette_41200098,"['bright mustard', 'bright deep red', 'peach', 'bright soft green', 'dark black']",Palette_1e5540eb
light,brown,blonde,Summer,"['soft green', 'lavender', 'peach', 'orange', 'white']",Palette_607caf87,"['bright soft green', 'muted lavender', 'muted peach', 'dark orange', 'white']",Palette_a058f074
Other,brown,black,Winter,"['jewel blue', 'white', 'peach', 'grey', 'mustard']",Palette_f76168e1,"['jewel blue', 'light white', 'dark peach', 'grey', 'bright mustard']",Palette_58362b91
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'pastel blue', 'white']",Palette_3b5cd563,"['bright warm brown', 'bright olive green', 'muted warm green', 'muted pastel blue', 'dark white']",Palette_3962fd40
medium,hazel,brown,Autumn,"['orange', 'olive green', 'clear turquoise', 'pastel blue', 'navy']",Palette_39e271db,"['orange', 'olive green', 'dark clear turquoise', 'dark pastel blue', 'light navy']",Palette_f87f8b03
tan,brown,black,Spring,"['clear turquoise', 'peach', 'soft green', 'warm brown', 'bright red']",Palette_5c6f2033,"['bright clear turquoise', 'light peach', 'dark soft green', 'light warm brown', 'muted bright red']",Palette_7673d0ba
lightMedium,brown,brown,Autumn,"['warm brown', 'orange', 'warm green', 'lavender', 'navy']",Palette_e67a0f2c,"['light warm brown', 'light orange', 'muted warm green', 'lavender', 'bright navy']",Palette_bbe7c803
light,brown,black,Summer,"['lavender', 'grey', 'coral', 'mustard', 'jewel blue']",Palette_fc3facea,"['light lavender', 'grey', 'light coral', 'muted mustard', 'dark jewel blue']",Palette_f1d6881c
light,brown,brunette,Summer,"['grey', 'soft pink', 'peach', 'orange', 'navy']",Palette_535e2bd8,"['muted grey', 'muted soft pink', 'dark peach', 'dark orange', 'dark navy']",Palette_e783cc44
fair,green,brown,Summer,"['pastel blue', 'lavender', 'peach', 'deep red', 'white']",Palette_382f76d5,"['bright pastel blue', 'muted lavender', 'dark peach', 'light deep red', 'bright white']",Palette_1901dab4
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'deep red', 'bright red']",Palette_603643e8,"['muted soft pink', 'muted pastel blue', 'dark clear turquoise', 'muted deep red', 'light bright red']",Palette_6f7523dd
fair,brown,brown,Summer,"['soft green', 'lavender', 'warm green', 'mustard', 'jewel blue']",Palette_6e7025f1,"['soft green', 'dark lavender', 'muted warm green', 'dark mustard', 'bright jewel blue']",Palette_67f88ea8
light,brown,brown,Summer,"['lavender', 'soft green', 'peach', 'deep red', 'jewel blue']",Palette_d8ecfd5b,"['lavender', 'bright soft green', 'dark peach', 'bright deep red', 'dark jewel blue']",Palette_14ec38c3
fair,green,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'olive green', 'white']",Palette_cfb7e3c5,"['coral', 'bright golden yellow', 'soft pink', 'bright olive green', 'bright white']",Palette_693ec4c6
lightMedium,green,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'warm brown', 'bright red']",Palette_5d99069e,"['muted clear turquoise', 'dark warm green', 'muted lavender', 'dark warm brown', 'light bright red']",Palette_577af34c
fair,brown,blonde,Summer,"['lavender', 'soft pink', 'peach', 'deep red', 'navy']",Palette_95ee8142,"['dark lavender', 'bright soft pink', 'muted peach', 'dark deep red', 'muted navy']",Palette_414ac93a
lightMedium,green,blonde,Spring,"['warm green', 'clear turquoise', 'soft pink', 'warm brown', 'navy']",Palette_459ab8f1,"['warm green', 'dark clear turquoise', 'muted soft pink', 'muted warm brown', 'light navy']",Palette_47730fc9
mediumTan,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'pastel blue', 'white']",Palette_9b838b1f,"['bright warm brown', 'dark olive green', 'dark golden yellow', 'dark pastel blue', 'white']",Palette_af6ee9cd
fair,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'deep red', 'navy']",Palette_a8d5e126,"['bright warm green', 'light peach', 'muted lavender', 'deep red', 'muted navy']",Palette_91244ad0
light,brown,black,Summer,"['soft pink', 'grey', 'golden yellow', 'orange', 'white']",Palette_e72f9c7a,"['muted soft pink', 'muted grey', 'golden yellow', 'dark orange', 'white']",Palette_703d2893
medium,brown,blonde,Spring,"['coral', 'warm green', 'soft green', 'olive green', 'jewel blue']",Palette_696bf690,"['dark coral', 'warm green', 'soft green', 'light olive green', 'jewel blue']",Palette_990d7d9a
lightMedium,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'warm brown', 'black']",Palette_6718e11f,"['dark clear turquoise', 'bright coral', 'soft green', 'dark warm brown', 'muted black']",Palette_9a1d12a1
lightMedium,green,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'soft pink', 'bright red']",Palette_c8d15e20,"['light deep red', 'warm brown', 'dark golden yellow', 'muted soft pink', 'bright red']",Palette_9ad67dd2
fair,green,blonde,Spring,"['peach', 'clear turquoise', 'soft pink', 'orange', 'white']",Palette_3495e4e4,"['muted peach', 'muted clear turquoise', 'light soft pink', 'dark orange', 'white']",Palette_626407d5
light,brown,black,Summer,"['soft pink', 'pastel blue', 'golden yellow', 'warm brown', 'jewel blue']",Palette_07bb72d7,"['bright soft pink', 'light pastel blue', 'muted golden yellow', 'dark warm brown', 'light jewel blue']",Palette_616f1bec
medium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'warm brown', 'black']",Palette_35660b75,"['dark clear turquoise', 'dark golden yellow', 'muted pastel blue', 'bright warm brown', 'dark black']",Palette_78df881e
fair,brown,brown,Summer,"['lavender', 'soft pink', 'coral', 'mustard', 'navy']",Palette_c36687f8,"['bright lavender', 'light soft pink', 'coral', 'dark mustard', 'dark navy']",Palette_2e006c05
fair,blue,blonde,Spring,"['coral', 'golden yellow', 'soft green', 'mustard', 'white']",Palette_05654c17,"['muted coral', 'dark golden yellow', 'light soft green', 'muted mustard', 'light white']",Palette_c8e379be
lightMedium,brown,blonde,Spring,"['warm green', 'golden yellow', 'grey', 'warm brown', 'black']",Palette_59424855,"['dark warm green', 'dark golden yellow', 'bright grey', 'muted warm brown', 'dark black']",Palette_d9b87c21
light,green,blonde,Spring,"['peach', 'clear turquoise', 'grey', 'warm brown', 'bright red']",Palette_009d4a93,"['light peach', 'bright clear turquoise', 'grey', 'dark warm brown', 'light bright red']",Palette_651f223b
lightMedium,blue,brown,Spring,"['clear turquoise', 'coral', 'soft green', 'mustard', 'navy']",Palette_e848098c,"['clear turquoise', 'dark coral', 'dark soft green', 'bright mustard', 'dark navy']",Palette_9f433ee6
medium,hazel,brown,Autumn,"['deep red', 'orange', 'peach', 'soft green', 'navy']",Palette_abd92fae,"['muted deep red', 'orange', 'light peach', 'muted soft green', 'bright navy']",Palette_2e5c71c3
light,brown,red,Summer,"['grey', 'pastel blue', 'coral', 'mustard', 'black']",Palette_9e8389bd,"['dark grey', 'dark pastel blue', 'bright coral', 'mustard', 'black']",Palette_44cca3d2
fair,green,blonde,Spring,"['coral', 'warm green', 'soft green', 'orange', 'white']",Palette_e713f55e,"['coral', 'bright warm green', 'light soft green', 'bright orange', 'light white']",Palette_e09317da
lightMedium,hazel,brown,Autumn,"['deep red', 'warm brown', 'clear turquoise', 'grey', 'navy']",Palette_4b87ba42,"['bright deep red', 'bright warm brown', 'dark clear turquoise', 'light grey', 'muted navy']",Palette_3f01cf06
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'warm green', 'grey', 'black']",Palette_8b506142,"['mustard', 'dark orange', 'light warm green', 'grey', 'dark black']",Palette_8a512b8b
fair,blue,brown,Summer,"['soft pink', 'lavender', 'clear turquoise', 'mustard', 'bright red']",Palette_70a9a580,"['muted soft pink', 'muted lavender', 'muted clear turquoise', 'light mustard', 'dark bright red']",Palette_52abddce
lightMedium,brown,black,Spring,"['clear turquoise', 'peach', 'soft green', 'deep red', 'bright red']",Palette_85317091,"['clear turquoise', 'muted peach', 'dark soft green', 'bright deep red', 'muted bright red']",Palette_1dc88140
light,brown,brown,Summer,"['lavender', 'soft green', 'warm green', 'olive green', 'jewel blue']",Palette_1cbd3118,"['light lavender', 'light soft green', 'light warm green', 'dark olive green', 'dark jewel blue']",Palette_b019449e
fair,brown,brown,Summer,"['pastel blue', 'soft pink', 'coral', 'olive green', 'bright red']",Palette_6dbdd9a7,"['bright pastel blue', 'light soft pink', 'light coral', 'light olive green', 'bright bright red']",Palette_31a318fa
fair,brown,auburn,Summer,"['lavender', 'soft green', 'golden yellow', 'mustard', 'white']",Palette_78f24783,"['light lavender', 'bright soft green', 'light golden yellow', 'light mustard', 'muted white']",Palette_c0419585
lightMedium,blue,brown,Spring,"['peach', 'clear turquoise', 'soft green', 'mustard', 'bright red']",Palette_02b0a8a1,"['peach', 'light clear turquoise', 'light soft green', 'bright mustard', 'light bright red']",Palette_3ff446de
Other,brown,black,Winter,"['black', 'bright red', 'warm green', 'soft pink', 'olive green']",Palette_d2c71727,"['bright black', 'bright red', 'dark warm green', 'bright soft pink', 'bright olive green']",Palette_88160164
light,brown,brown,Summer,"['lavender', 'soft pink', 'clear turquoise', 'mustard', 'navy']",Palette_8e684ddc,"['light lavender', 'light soft pink', 'light clear turquoise', 'bright mustard', 'navy']",Palette_0184d505
medium,green,brunette,Autumn,"['warm brown', 'deep red', 'warm green', 'pastel blue', 'navy']",Palette_2f492cea,"['bright warm brown', 'bright deep red', 'dark warm green', 'dark pastel blue', 'light navy']",Palette_3e6116ca
fair,brown,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'olive green', 'black']",Palette_32879d87,"['soft pink', 'muted lavender', 'dark golden yellow', 'dark olive green', 'light black']",Palette_6d8694a3
fair,green,brown,Summer,"['soft pink', 'grey', 'coral', 'olive green', 'white']",Palette_7db02c38,"['muted soft pink', 'light grey', 'light coral', 'olive green', 'dark white']",Palette_e312b022
light,blue,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'mustard', 'navy']",Palette_ac8a310a,"['light soft green', 'muted grey', 'bright clear turquoise', 'dark mustard', 'navy']",Palette_782f0fe8
Other,brown,brunette,Winter,"['bright red', 'navy', 'peach', 'pastel blue', 'deep red']",Palette_0c0d3e15,"['bright bright red', 'dark navy', 'light peach', 'dark pastel blue', 'deep red']",Palette_19ad2f8b
light,brown,brown,Summer,"['soft pink', 'soft green', 'warm green', 'mustard', 'navy']",Palette_7cb1adba,"['light soft pink', 'soft green', 'warm green', 'dark mustard', 'navy']",Palette_8957735a
fair,blue,blonde,Spring,"['golden yellow', 'warm green', 'soft pink', 'mustard', 'jewel blue']",Palette_4986b3d5,"['bright golden yellow', 'bright warm green', 'muted soft pink', 'bright mustard', 'bright jewel blue']",Palette_415bc319
fair,brown,red,Summer,"['soft green', 'grey', 'peach', 'olive green', 'bright red']",Palette_d4516f17,"['bright soft green', 'light grey', 'light peach', 'dark olive green', 'light bright red']",Palette_9d441789
fair,hazel,brown,Summer,"['soft pink', 'grey', 'coral', 'deep red', 'jewel blue']",Palette_7d74d142,"['bright soft pink', 'muted grey', 'coral', 'muted deep red', 'muted jewel blue']",Palette_a634534f
light,blue,blonde,Spring,"['peach', 'golden yellow', 'soft green', 'mustard', 'black']",Palette_5fd27b78,"['muted peach', 'light golden yellow', 'bright soft green', 'dark mustard', 'dark black']",Palette_232a436b
light,hazel,brown,Summer,"['grey', 'soft green', 'warm green', 'deep red', 'jewel blue']",Palette_7700f129,"['dark grey', 'dark soft green', 'warm green', 'dark deep red', 'jewel blue']",Palette_49d165a8
light,blue,brown,Summer,"['soft green', 'pastel blue', 'golden yellow', 'deep red', 'black']",Palette_40bf0fd9,"['soft green', 'pastel blue', 'muted golden yellow', 'deep red', 'muted black']",Palette_de0918f8
fair,green,blonde,Spring,"['warm green', 'golden yellow', 'lavender', 'deep red', 'black']",Palette_e59b9059,"['warm green', 'bright golden yellow', 'lavender', 'dark deep red', 'bright black']",Palette_7ead71eb
lightMedium,green,blonde,Spring,"['warm green', 'coral', 'soft pink', 'mustard', 'jewel blue']",Palette_d6333e24,"['light warm green', 'light coral', 'bright soft pink', 'bright mustard', 'muted jewel blue']",Palette_f569f319
light,green,brown,Summer,"['lavender', 'soft pink', 'peach', 'olive green', 'black']",Palette_6ad0ae71,"['light lavender', 'muted soft pink', 'bright peach', 'bright olive green', 'bright black']",Palette_5d983072
fair,green,brunette,Summer,"['soft pink', 'grey', 'warm green', 'warm brown', 'jewel blue']",Palette_dea6634a,"['light soft pink', 'muted grey', 'muted warm green', 'warm brown', 'jewel blue']",Palette_efddfd7d
light,brown,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'warm brown', 'navy']",Palette_05c4d5a8,"['soft green', 'dark soft pink', 'dark golden yellow', 'bright warm brown', 'muted navy']",Palette_9c1ac8ba
light,brown,black,Summer,"['soft pink', 'pastel blue', 'peach', 'mustard', 'black']",Palette_de00c206,"['light soft pink', 'dark pastel blue', 'light peach', 'light mustard', 'muted black']",Palette_75d1336d
lightMedium,brown,blonde,Spring,"['peach', 'clear turquoise', 'soft pink', 'warm brown', 'white']",Palette_cbf20f0a,"['muted peach', 'clear turquoise', 'soft pink', 'muted warm brown', 'bright white']",Palette_02974e25
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'warm green', 'warm brown', 'navy']",Palette_6d1c5610,"['dark pastel blue', 'bright soft pink', 'warm green', 'light warm brown', 'navy']",Palette_725088c8
medium,brown,brown,Autumn,"['olive green', 'mustard', 'clear turquoise', 'lavender', 'navy']",Palette_cde2d061,"['bright olive green', 'light mustard', 'muted clear turquoise', 'lavender', 'navy']",Palette_6219585d
tan,brown,black,Spring,"['coral', 'clear turquoise', 'soft pink', 'orange', 'navy']",Palette_cde2264b,"['coral', 'dark clear turquoise', 'muted soft pink', 'orange', 'bright navy']",Palette_ed6c5753
medium,hazel,black,Spring,"['warm green', 'golden yellow', 'grey', 'mustard', 'black']",Palette_281e53e9,"['dark warm green', 'light golden yellow', 'light grey', 'muted mustard', 'muted black']",Palette_8e537996
fair,brown,blonde,Summer,"['pastel blue', 'lavender', 'golden yellow', 'deep red', 'bright red']",Palette_c855beff,"['pastel blue', 'muted lavender', 'dark golden yellow', 'muted deep red', 'bright bright red']",Palette_f089342d
fair,brown,brown,Summer,"['grey', 'soft green', 'coral', 'mustard', 'navy']",Palette_e2730baf,"['light grey', 'dark soft green', 'light coral', 'light mustard', 'navy']",Palette_54d59e9c
light,blue,blonde,Spring,"['golden yellow', 'peach', 'grey', 'olive green', 'white']",Palette_b2a1f6a5,"['golden yellow', 'bright peach', 'muted grey', 'light olive green', 'bright white']",Palette_b35178c3
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'warm green', 'soft green', 'bright red']",Palette_5cfe13d9,"['light orange', 'bright deep red', 'bright warm green', 'light soft green', 'bright bright red']",Palette_c70c99b3
